year,month,day,inflow_MG,outflow_MG,rof_temp_F,rof_EC,rof_pH,rof_turbidity,rof_TOC,rop_EC,rop_pH,rop_turbidity,rop_CO2,rop_TOC,ammonia,energy_kwh,date,month_num
2021,May,2,105.906,90.0,78.531,1650.28,6.9,0.022,8.724,29.096,5.466,0.016,67.519,0.053,,,2021-05-02,5.0
2021,May,3,105.969,89.969,78.671,1617.351,6.9,0.022,8.594,29.515,5.486,0.016,64.423,0.05,,,2021-05-03,5.0
2021,May,4,105.891,90.031,79.031,1696.883,6.9,0.022,8.795,31.561,5.492,0.016,63.404,0.057,,,2021-05-04,5.0
2021,May,5,105.906,89.969,79.39,1737.499,6.9,0.023,8.58,32.727,5.483,0.016,64.537,0.057,,,2021-05-05,5.0
2021,May,6,104.234,88.5,79.344,1743.529,6.9,0.025,8.57,32.6,5.486,0.016,64.399,0.061,,,2021-05-06,5.0
2021,May,7,106.063,90.0,79.237,1750.464,6.9,0.026,8.465,31.869,5.472,0.016,66.58,0.061,,,2021-05-07,5.0
2021,May,8,105.922,89.938,79.2,1728.315,6.9,0.024,8.358,32.346,5.46,0.016,68.458,0.057,,,2021-05-08,5.0
2021,May,9,106.047,89.969,79.016,1659.749,6.9,0.022,8.193,31.407,5.46,0.016,68.707,0.053,,,2021-05-09,5.0
2021,May,10,105.453,89.594,78.854,1614.24,6.9,0.022,8.185,30.39,5.477,0.016,65.824,0.052,,,2021-05-10,5.0
2021,May,11,105.781,90.0,79.4,1694.058,6.9,0.021,8.524,31.872,5.47,0.016,66.967,0.06,,,2021-05-11,5.0
2021,May,12,107.438,91.594,79.667,1740.098,6.9,0.021,8.441,33.627,5.457,0.016,68.729,0.06,,,2021-05-12,5.0
2021,May,13,111.375,95.0,79.486,1735.918,6.9,0.021,8.356,32.92,5.462,0.016,68.195,0.058,,,2021-05-13,5.0
2021,May,14,110.453,94.156,79.644,1745.102,6.9,0.021,8.24,33.056,5.465,0.016,67.495,0.061,,,2021-05-14,5.0
2021,May,15,107.625,91.625,79.381,1714.535,6.9,0.021,8.266,32.535,5.481,0.016,65.149,0.061,,,2021-05-15,5.0
2021,May,16,107.547,91.531,79.098,1644.42,6.9,0.021,8.3,31.554,5.486,0.016,64.504,0.055,,,2021-05-16,5.0
2021,May,17,108.75,92.344,79.174,1614.162,6.9,0.022,8.364,31.085,5.488,0.016,64.002,0.052,,,2021-05-17,5.0
2021,May,18,105.641,89.688,79.559,1696.489,6.9,0.021,8.499,32.026,5.472,0.016,66.182,0.059,,,2021-05-18,5.0
2021,May,19,30.5,25.906,78.669,1718.989,6.909,0.037,8.3,39.894,5.594,0.016,51.32,0.062,,,2021-05-19,5.0
2021,May,20,107.313,90.969,79.624,1730.815,6.9,0.022,8.433,33.189,5.479,0.016,65.532,0.063,,,2021-05-20,5.0
2021,May,21,111.484,94.844,79.252,1727.249,6.9,0.021,8.15,33.109,5.554,0.016,55.339,0.058,,,2021-05-21,5.0
2021,May,22,108.813,92.156,78.915,1707.09,6.9,0.021,8.123,31.772,5.586,0.016,51.084,0.056,,,2021-05-22,5.0
2021,May,23,107.297,91.063,79.21,1636.98,6.9,0.021,7.988,29.706,5.581,0.016,51.706,0.052,,,2021-05-23,5.0
2021,May,24,96.984,82.219,79.635,1612.706,6.9,0.022,8.342,29.546,5.594,0.016,50.331,0.052,,,2021-05-24,5.0
2021,May,25,94.875,80.656,80.115,1700.099,6.9,0.023,8.492,31.364,5.573,0.016,52.714,0.059,,,2021-05-25,5.0
2021,May,26,103.344,87.844,80.108,1713.985,6.9,0.023,8.397,31.632,5.582,0.016,51.537,0.06,,,2021-05-26,5.0
2021,May,27,109.906,93.188,79.95,1715.997,6.9,0.023,8.372,32.776,5.587,0.015,50.886,0.06,,,2021-05-27,5.0
2021,May,28,112.047,95.0,80.032,1717.779,6.9,0.023,8.242,32.22,5.529,0.016,58.502,0.058,,,2021-05-28,5.0
2021,May,29,105.719,89.656,79.756,1686.45,6.9,0.024,8.254,31.634,5.474,0.016,66.503,0.054,,,2021-05-29,5.0
2021,May,30,106.125,89.969,79.753,1616.478,6.9,0.024,7.923,29.899,5.467,0.016,67.23,0.05,,,2021-05-30,5.0
2021,May,31,102.453,86.875,79.775,1579.327,6.9,0.026,7.953,29.872,5.495,0.016,63.082,0.05,,,2021-05-31,5.0
2021,Jun,1,107.594,91.344,80.119,1550.968,6.9,0.024,8.338,28.436,5.483,0.016,64.892,0.053,,,2021-06-01,6.0
2021,Jun,2,110.047,93.375,80.277,1686.005,6.9,0.023,8.561,31.235,5.467,0.016,67.365,0.062,,,2021-06-02,6.0
2021,Jun,3,111.141,94.156,80.392,1705.389,6.9,0.023,8.384,31.759,5.475,0.016,66.018,0.06,,,2021-06-03,6.0
2021,Jun,4,111.953,95.031,80.437,1686.853,6.9,0.022,8.399,31.635,5.578,0.016,53.251,0.06,,,2021-06-04,6.0
2021,Jun,5,107.813,91.406,80.4,1673.565,6.9,0.022,8.388,32.128,5.65,0.016,44.115,0.06,,,2021-06-05,6.0
2021,Jun,6,105.828,89.813,80.502,1630.557,6.9,0.021,8.253,31.114,5.647,0.016,44.391,0.059,,,2021-06-06,6.0
2021,Jun,7,106.078,89.969,79.992,1606.103,6.9,0.021,8.442,30.902,5.642,0.016,44.97,0.055,,,2021-06-07,6.0
2021,Jun,8,106.469,89.969,80.351,1685.796,6.9,0.022,8.586,32.383,5.651,0.016,43.984,0.062,,,2021-06-08,6.0
2021,Jun,9,107.172,90.781,80.597,1712.598,6.9,0.021,8.277,33.647,5.64,0.016,45.163,0.061,,,2021-06-09,6.0
2021,Jun,10,111.859,94.75,80.708,1722.551,6.9,0.022,8.292,33.875,5.644,0.016,44.687,0.062,,,2021-06-10,6.0
2021,Jun,11,107.969,91.375,80.855,1725.519,6.9,0.022,8.391,34.078,5.591,0.016,50.628,0.061,,,2021-06-11,6.0
2021,Jun,12,108.078,91.469,81.132,1727.0,6.9,0.022,8.253,34.0,5.55,0.016,56.0,0.059,,,2021-06-12,6.0
2021,Jun,13,107.531,91.03,81.223,1661.0,6.9,0.021,8.11,33.0,5.54,0.016,56.332,0.0549,,,2021-06-13,6.0
2021,Jun,14,105.375,89.281,81.443,1623.296,6.9,0.022,8.249,32.4064,5.5527,0.0155,55.1116,0.0535,,,2021-06-14,6.0
2021,Jun,15,109.953,93.25,81.933,1701.538,6.9,0.022,8.522,34.3226,5.5468,0.0155,56.0498,0.0628,,,2021-06-15,6.0
2021,Jun,16,108.734,92.063,81.911,1730.845,6.9,0.022,8.343,34.677,5.542,0.015,56.544,0.063,,,2021-06-16,6.0
2021,Jun,17,108.031,91.563,81.816,1734.858,6.9,0.023,8.52,35.511,5.554,0.016,55.0,0.067,,,2021-06-17,6.0
2021,Jun,18,106.234,89.969,81.632,1756.168,6.9,0.025,8.32,33.415,5.535,0.016,57.533,0.061,,,2021-06-18,6.0
2021,Jun,19,105.828,89.75,81.75,1729.103,6.9,0.028,8.299,31.785,5.543,0.016,56.659,0.059,,,2021-06-19,6.0
2021,Jun,20,106.156,90.0,81.644,1656.027,6.9,0.026,8.037,30.293,5.547,0.016,56.39,0.055,,,2021-06-20,6.0
2021,Jun,21,107.25,91.063,81.667,1651.876,6.9,0.025,8.171,30.612,5.556,0.016,54.813,0.054,,,2021-06-21,6.0
2021,Jun,22,112.141,95.0,81.904,1743.503,6.9,0.026,8.499,33.463,5.544,0.016,56.394,0.063,,,2021-06-22,6.0
2021,Jun,23,109.453,92.844,82.082,1778.263,6.9,0.024,8.34,35.49,5.548,0.015,55.762,0.064,,,2021-06-23,6.0
2021,Jun,24,110.469,93.5,82.076,1798.676,6.9,0.025,8.273,36.421,5.547,0.015,56.048,0.065,,,2021-06-24,6.0
2021,Jun,25,112.125,95.031,82.104,1794.225,6.9,0.024,8.278,35.606,5.554,0.015,55.182,0.064,,,2021-06-25,6.0
2021,Jun,26,107.531,90.938,82.219,1765.195,6.9,0.024,8.228,35.123,5.552,0.015,55.515,0.064,,,2021-06-26,6.0
2021,Jun,27,106.328,90.0,82.381,1687.864,6.9,0.024,8.081,33.94,5.551,0.015,55.519,0.06,,,2021-06-27,6.0
2021,Jun,28,111.516,94.5,82.354,1656.129,6.9,0.024,8.162,32.977,5.567,0.015,53.39,0.058,,,2021-06-28,6.0
2021,Jun,29,111.656,94.625,82.231,1746.091,6.9,0.025,8.334,34.336,5.562,0.015,54.17,0.064,,,2021-06-29,6.0
2021,Jun,30,110.219,93.406,82.605,1786.398,6.899,0.024,8.3,35.442,5.555,0.015,55.012,0.063,,,2021-06-30,6.0
2021,Jul,1,110.375,93.781,82.827,1780.334,6.9,0.025,8.248,35.64,5.558,0.015,54.589,0.064,,,2021-07-01,7.0
2021,Jul,2,111.734,95.0,82.862,1765.687,6.9,0.025,8.185,35.869,5.654,0.015,44.86,0.061,,,2021-07-02,7.0
2021,Jul,3,109.406,92.906,82.812,1736.384,6.9,0.025,8.046,35.737,5.735,0.015,36.29,0.061,,,2021-07-03,7.0
2021,Jul,4,105.813,89.969,82.797,1684.969,6.9,0.024,7.863,34.239,5.727,0.015,36.967,0.057,,,2021-07-04,7.0
2021,Jul,5,103.797,88.25,82.504,1626.981,6.9,0.025,7.712,33.395,5.729,0.015,36.816,0.052,,,2021-07-05,7.0
2021,Jul,6,107.219,91.219,82.584,1610.173,6.9,0.025,8.6,32.302,5.723,0.015,37.29,0.056,,,2021-07-06,7.0
2021,Jul,7,106.359,90.5,82.856,1751.224,6.9,0.025,8.967,34.677,5.715,0.015,37.988,0.07,,,2021-07-07,7.0
2021,Jul,8,106.625,90.688,83.109,1801.159,6.9,0.025,9.008,35.628,5.714,0.015,38.038,0.07,,,2021-07-08,7.0
2021,Jul,9,94.922,80.656,83.37,1779.354,6.9,0.025,8.544,37.478,5.586,0.016,51.836,0.068,,,2021-07-09,7.0
2021,Jul,10,108.875,92.625,83.665,1738.609,6.9,0.024,8.414,35.495,5.511,0.016,60.84,0.065,,,2021-07-10,7.0
2021,Jul,11,108.734,92.5,83.551,1675.234,6.9,0.025,8.464,35.168,5.53,0.015,58.112,0.062,,,2021-07-11,7.0
2021,Jul,12,110.75,94.25,83.347,1628.902,6.9,0.024,8.676,34.739,5.547,0.015,56.036,0.066,,,2021-07-12,7.0
2021,Jul,13,111.75,95.0,83.682,1692.212,6.9,0.024,8.777,36.0,5.544,0.015,56.301,0.07,,,2021-07-13,7.0
2021,Jul,14,110.734,94.063,83.875,1732.053,6.9,0.024,8.646,37.047,5.535,0.015,57.54,0.072,,,2021-07-14,7.0
2021,Jul,15,105.188,89.281,83.828,1735.495,6.9,0.024,8.669,36.725,5.538,0.015,57.14,0.072,,,2021-07-15,7.0
2021,Jul,16,108.0,91.781,83.846,1718.979,6.9,0.024,8.613,38.923,5.533,0.015,57.706,0.075,,,2021-07-16,7.0
2021,Jul,17,108.406,92.219,83.983,1687.355,6.9,0.024,8.595,38.743,5.54,0.015,56.837,0.07,,,2021-07-17,7.0
2021,Jul,18,105.813,90.0,84.113,1629.491,6.9,0.023,8.335,37.075,5.533,0.015,57.962,0.063,,,2021-07-18,7.0
2021,Jul,19,108.297,92.156,84.283,1609.62,6.9,0.024,8.549,36.902,5.542,0.015,56.713,0.06,,,2021-07-19,7.0
2021,Jul,20,111.641,95.031,84.373,1715.084,6.901,0.024,8.822,39.532,5.537,0.016,57.174,0.068,,,2021-07-20,7.0
2021,Jul,21,112.047,95.375,84.436,1735.118,6.9,0.024,8.65,40.23,5.543,0.016,56.374,0.068,,,2021-07-21,7.0
2021,Jul,22,113.422,96.5,84.243,1732.039,6.9,0.025,8.442,40.851,5.559,0.016,54.441,0.064,,,2021-07-22,7.0
2021,Jul,23,113.609,96.625,84.052,1737.787,6.901,0.025,8.377,40.249,5.601,0.016,49.512,0.06,,,2021-07-23,7.0
2021,Jul,24,110.344,93.875,84.152,1722.357,6.899,0.024,8.382,39.938,5.626,0.015,46.788,0.061,,,2021-07-24,7.0
2021,Jul,25,106.719,90.844,83.998,1674.659,6.9,0.025,8.214,39.04,5.667,0.015,42.365,0.052,,,2021-07-25,7.0
2021,Jul,26,110.781,94.313,83.779,1653.497,6.9,0.026,8.613,38.725,5.687,0.015,40.661,0.051,,,2021-07-26,7.0
2021,Jul,27,110.219,93.719,84.142,1716.438,6.9,0.026,9.05,39.813,5.676,0.015,41.467,0.059,,,2021-07-27,7.0
2021,Jul,28,114.313,97.188,84.377,1741.944,6.9,0.026,8.848,41.13,5.671,0.015,42.107,0.059,,,2021-07-28,7.0
2021,Jul,29,114.766,97.563,84.427,1736.075,6.901,0.026,8.861,41.075,5.663,0.015,42.9,0.061,,,2021-07-29,7.0
2021,Jul,30,112.375,95.531,84.203,1750.535,6.9,0.026,8.585,41.658,5.576,0.016,52.941,0.06,,,2021-07-30,7.0
2021,Jul,31,114.781,97.594,84.144,1714.865,6.9,0.026,8.52,40.504,5.503,0.015,61.793,0.057,,,2021-07-31,7.0
2021,Aug,1,107.422,91.313,84.174,1654.565,6.9,0.026,8.404,39.003,5.506,0.015,61.674,0.054,,,2021-08-01,8.0
2021,Aug,2,111.719,95.0,84.257,1640.301,6.9,0.027,8.561,39.443,5.508,0.015,61.34,0.054,,,2021-08-02,8.0
2021,Aug,3,113.141,96.188,84.361,1735.808,6.9,0.027,8.686,41.718,5.502,0.015,62.092,0.061,,,2021-08-03,8.0
2021,Aug,4,115.016,97.875,84.515,1767.776,6.9,0.027,8.419,41.644,5.473,0.015,66.489,0.059,,,2021-08-04,8.0
2021,Aug,5,110.766,94.219,84.54,1735.714,6.9,0.027,8.462,39.93,5.466,0.015,67.485,0.059,,,2021-08-05,8.0
2021,Aug,6,112.156,95.281,84.226,1745.975,6.9,0.027,8.672,41.542,5.505,0.016,61.599,0.061,,,2021-08-06,8.0
2021,Aug,7,110.719,94.188,84.264,1717.555,6.9,0.027,8.512,40.887,5.514,0.016,60.294,0.058,,,2021-08-07,8.0
2021,Aug,8,107.656,91.594,84.421,1657.772,6.9,0.028,8.329,41.016,5.497,0.016,63.003,0.054,,,2021-08-08,8.0
2021,Aug,9,97.5,82.906,84.318,1631.414,6.899,0.028,8.548,39.979,5.5,0.016,62.306,0.055,,,2021-08-09,8.0
2021,Aug,10,80.203,67.719,84.652,1728.29,6.9,0.029,8.485,40.667,5.47,0.016,66.782,0.06,,,2021-08-10,8.0
2021,Aug,11,61.094,51.531,84.854,1743.299,6.9,0.031,8.229,44.039,5.479,0.017,65.456,0.061,,,2021-08-11,8.0
2021,Aug,12,51.469,43.531,85.13,1720.01,6.9,0.035,8.264,45.426,5.49,0.018,63.836,0.064,,,2021-08-12,8.0
2021,Aug,13,35.578,30.156,85.098,1703.308,6.9,0.03,8.285,44.927,5.473,0.019,67.012,0.067,,,2021-08-13,8.0
2021,Aug,14,20.234,17.313,84.966,1699.243,6.899,0.03,8.359,44.107,5.586,0.018,51.664,0.074,,,2021-08-14,8.0
2021,Aug,15,9.266,8.0,81.668,1314.48,6.944,0.213,8.431,60.001,6.196,0.032,28.51,0.071,,,2021-08-15,8.0
2021,Aug,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-16,8.0
2021,Aug,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-17,8.0
2021,Aug,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-18,8.0
2021,Aug,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-19,8.0
2021,Aug,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-20,8.0
2021,Aug,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-21,8.0
2021,Aug,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-22,8.0
2021,Aug,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-23,8.0
2021,Aug,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-24,8.0
2021,Aug,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-25,8.0
2021,Aug,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-26,8.0
2021,Aug,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-27,8.0
2021,Aug,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-28,8.0
2021,Aug,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-29,8.0
2021,Aug,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-30,8.0
2021,Aug,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-08-31,8.0
2021,Sep,1,18.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-01,9.0
2021,Sep,2,54.922,47.375,84.329,1758.12,6.9,0.023,8.431,47.5,5.658,0.015,43.252,0.077,96.555,0.288,2021-09-02,9.0
2021,Sep,3,80.281,68.719,84.317,1766.892,6.9,0.029,8.405,46.135,5.634,0.014,45.784,0.082,96.586,0.27,2021-09-03,9.0
2021,Sep,4,97.781,83.469,84.518,1723.315,6.9,0.025,8.233,44.335,5.606,0.014,48.818,0.071,96.437,0.258,2021-09-04,9.0
2021,Sep,5,99.172,84.5,84.44,1620.019,6.9,0.024,8.055,40.534,5.576,0.014,52.353,0.056,97.466,0.255,2021-09-05,9.0
2021,Sep,6,100.297,85.563,84.268,1567.561,6.9,0.023,7.991,39.087,5.581,0.014,51.655,0.053,97.951,0.251,2021-09-06,9.0
2021,Sep,7,104.703,89.188,84.656,1567.731,6.9,0.023,8.594,37.666,5.571,0.014,53.039,0.057,96.968,0.249,2021-09-07,9.0
2021,Sep,8,104.969,89.344,84.667,1676.701,6.897,0.023,8.732,38.735,5.535,0.014,57.755,0.064,96.469,0.251,2021-09-08,9.0
2021,Sep,9,102.281,86.844,84.976,1725.927,6.9,0.024,8.587,40.402,5.516,0.014,60.134,0.066,96.582,0.253,2021-09-09,9.0
2021,Sep,10,103.234,87.688,84.841,1722.764,6.9,0.023,8.39,40.238,5.571,0.014,53.701,0.066,96.458,0.251,2021-09-10,9.0
2021,Sep,11,106.313,90.313,84.971,1715.452,6.9,0.023,8.521,40.318,5.575,0.014,52.591,0.066,96.315,0.245,2021-09-11,9.0
2021,Sep,12,105.844,90.0,84.682,1651.791,6.9,0.023,8.403,37.634,5.567,0.014,53.607,0.059,97.057,0.253,2021-09-12,9.0
2021,Sep,13,105.938,90.0,84.236,1622.575,6.9,0.023,8.573,37.191,5.563,0.014,53.996,0.059,97.294,0.253,2021-09-13,9.0
2021,Sep,14,104.828,89.063,84.156,1729.821,6.9,0.023,8.771,39.147,5.567,0.014,53.502,0.066,96.651,0.254,2021-09-14,9.0
2021,Sep,15,108.156,91.875,83.98,1751.901,6.9,0.024,8.619,39.865,5.574,0.014,52.77,0.065,96.557,0.251,2021-09-15,9.0
2021,Sep,16,108.391,92.125,83.809,1756.04,6.9,0.023,8.738,38.933,5.584,0.014,51.564,0.086,96.439,0.252,2021-09-16,9.0
2021,Sep,17,109.656,93.125,83.874,1749.316,6.9,0.024,8.951,38.517,5.601,0.014,49.806,0.07,96.405,0.249,2021-09-17,9.0
2021,Sep,18,109.047,92.625,83.696,1722.905,6.9,0.023,8.985,38.436,5.619,0.014,47.669,0.062,96.478,0.247,2021-09-18,9.0
2021,Sep,19,109.469,92.969,83.544,1629.675,6.9,0.023,8.765,36.194,5.621,0.014,47.417,0.057,96.507,0.251,2021-09-19,9.0
2021,Sep,20,111.688,94.969,83.731,1608.958,6.901,0.022,8.861,36.05,5.633,0.014,46.224,0.058,96.607,0.247,2021-09-20,9.0
2021,Sep,21,111.641,94.969,84.6,1725.523,6.899,0.023,8.953,38.924,5.637,0.014,45.662,0.065,96.566,0.246,2021-09-21,9.0
2021,Sep,22,112.656,95.75,84.75,1757.551,6.9,0.047,8.707,39.641,5.624,0.014,47.198,0.067,96.683,0.246,2021-09-22,9.0
2021,Sep,23,111.813,94.969,84.147,1755.147,6.9,0.022,8.78,39.612,5.624,0.014,47.064,0.066,96.753,0.244,2021-09-23,9.0
2021,Sep,24,112.906,95.969,83.706,1757.511,6.9,0.022,8.656,39.138,5.605,0.014,49.058,0.063,96.748,0.244,2021-09-24,9.0
2021,Sep,25,113.875,96.781,83.648,1718.6,6.9,0.022,8.626,38.302,5.587,0.014,50.955,0.06,96.973,0.25,2021-09-25,9.0
2021,Sep,26,110.016,93.438,83.005,1640.839,6.9,0.022,8.657,35.777,5.592,0.014,50.754,0.056,96.701,0.251,2021-09-26,9.0
2021,Sep,27,111.734,95.0,82.915,1633.292,6.9,0.022,8.8,36.029,5.609,0.014,48.743,0.056,96.91,0.244,2021-09-27,9.0
2021,Sep,28,111.234,94.438,83.206,1714.889,6.9,0.022,8.848,37.443,5.606,0.014,48.933,0.061,96.54,0.253,2021-09-28,9.0
2021,Sep,29,109.609,93.094,83.379,1733.468,6.9,0.022,8.687,37.618,5.594,0.014,50.535,0.06,96.563,0.254,2021-09-29,9.0
2021,Sep,30,110.656,93.875,83.547,1750.082,6.9,0.022,8.547,38.37,5.589,0.014,50.96,0.061,96.619,0.25,2021-09-30,9.0
2021,Oct,1,112.953,96.0,83.544,1758.472,6.9,0.022,8.337,38.227,5.535,0.014,57.6,0.062,,,2021-10-01,10.0
2021,Oct,2,114.313,97.0,83.601,1727.543,6.9,0.022,8.181,38.395,5.546,0.014,56.229,0.062,,,2021-10-02,10.0
2021,Oct,3,110.078,93.5,83.682,1653.117,6.9,0.021,8.161,36.346,5.544,0.014,56.597,0.058,,,2021-10-03,10.0
2021,Oct,4,113.859,96.719,83.591,1622.158,6.9,0.022,8.427,35.744,5.567,0.014,53.535,0.058,,,2021-10-04,10.0
2021,Oct,5,114.328,97.094,83.27,1689.215,6.9,0.023,8.883,37.015,5.567,0.014,53.404,0.062,,,2021-10-05,10.0
2021,Oct,6,114.453,97.156,83.379,1720.663,6.9,0.022,8.569,37.851,5.559,0.014,54.662,0.067,,,2021-10-06,10.0
2021,Oct,7,111.813,94.969,83.03,1739.066,6.9,0.022,8.843,38.532,5.564,0.014,54.031,0.06,,,2021-10-07,10.0
2021,Oct,8,114.578,97.281,83.039,1746.105,6.9,0.023,8.61,38.101,5.465,0.014,68.087,0.056,,,2021-10-08,10.0
2021,Oct,9,75.766,64.344,81.842,1736.357,6.91,0.022,7.93,36.4,5.394,0.019,82.759,0.05,,,2021-10-09,10.0
2021,Oct,10,101.734,86.406,82.439,1673.593,6.902,0.022,8.026,36.949,5.364,0.023,85.477,0.055,,,2021-10-10,10.0
2021,Oct,11,113.641,96.594,81.83,1629.509,6.9,0.022,8.347,34.758,5.363,0.014,85.844,0.052,,,2021-10-11,10.0
2021,Oct,12,111.359,94.719,81.02,1725.612,6.9,0.022,8.559,35.36,5.343,0.014,89.592,0.054,,,2021-10-12,10.0
2021,Oct,13,110.141,93.719,81.423,1768.921,6.9,0.022,8.312,35.954,5.34,0.014,90.432,0.056,,,2021-10-13,10.0
2021,Oct,14,109.25,92.969,81.548,1763.589,6.9,0.022,8.419,35.403,5.336,0.014,91.385,0.056,,,2021-10-14,10.0
2021,Oct,15,110.203,93.688,81.923,1726.023,6.9,0.023,8.403,35.625,5.154,0.014,142.992,0.053,,,2021-10-15,10.0
2021,Oct,16,112.125,95.313,82.01,1705.501,6.9,0.022,8.547,35.355,5.018,0.014,189.389,0.05,,,2021-10-16,10.0
2021,Oct,17,111.266,94.563,81.54,1641.212,6.9,0.022,8.355,34.703,5.031,0.014,183.628,0.048,,,2021-10-17,10.0
2021,Oct,18,102.078,86.656,81.002,1573.636,6.9,0.021,8.371,32.371,5.109,0.014,155.983,0.048,,,2021-10-18,10.0
2021,Oct,19,114.0,97.094,81.079,1682.574,6.9,0.023,8.708,34.415,5.22,0.014,119.19,0.052,,,2021-10-19,10.0
2021,Oct,20,111.938,95.219,81.14,1717.031,6.9,0.023,8.695,35.615,5.225,0.014,117.582,0.055,,,2021-10-20,10.0
2021,Oct,21,111.75,95.094,81.215,1704.073,6.9,0.024,8.675,37.107,5.225,0.014,117.277,0.054,,,2021-10-21,10.0
2021,Oct,22,108.406,92.25,81.13,1719.698,6.9,0.023,8.565,36.704,5.414,0.014,84.561,0.053,,,2021-10-22,10.0
2021,Oct,23,112.313,95.625,80.877,1704.684,6.9,0.024,8.792,35.969,5.573,0.014,52.861,0.054,,,2021-10-23,10.0
2021,Oct,24,112.563,95.688,81.138,1640.06,6.9,0.023,8.659,36.563,5.583,0.014,51.815,0.054,,,2021-10-24,10.0
2021,Oct,25,111.703,95.094,80.305,1620.755,6.9,0.023,8.754,36.74,5.584,0.014,51.373,0.054,,,2021-10-25,10.0
2021,Oct,26,110.781,94.281,80.461,1692.448,6.9,0.024,8.852,37.721,5.592,0.014,50.591,0.057,,,2021-10-26,10.0
2021,Oct,27,108.078,91.875,80.973,1729.996,6.901,0.024,8.848,40.832,5.57,0.014,52.98,0.06,,,2021-10-27,10.0
2021,Oct,28,104.203,88.594,81.412,1730.495,6.9,0.024,8.839,41.363,5.533,0.014,57.646,0.063,,,2021-10-28,10.0
2021,Oct,29,96.563,82.0,81.545,1746.217,6.9,0.024,8.848,42.832,5.238,0.014,129.842,0.068,,,2021-10-29,10.0
2021,Oct,30,91.016,77.344,81.223,1756.435,6.9,0.025,9.242,43.121,5.085,0.014,161.906,0.065,,,2021-10-30,10.0
2021,Oct,31,107.469,91.344,80.626,1674.82,6.9,0.023,8.888,42.722,5.11,0.014,152.895,0.059,,,2021-10-31,10.0
2021,Nov,1,90.875,77.156,80.255,1621.164,6.9,0.024,8.871,41.619,5.119,0.014,149.784,0.058,,,2021-11-01,11.0
2021,Nov,2,109.547,93.156,80.404,1697.563,6.9,0.023,9.104,41.453,5.112,0.014,151.986,0.062,,,2021-11-02,11.0
2021,Nov,3,112.531,95.688,80.479,1747.196,6.9,0.023,9.021,43.776,5.103,0.016,155.307,0.066,,,2021-11-03,11.0
2021,Nov,4,114.406,97.438,80.246,1769.092,6.9,0.023,8.944,43.909,5.107,0.014,153.753,0.068,,,2021-11-04,11.0
2021,Nov,5,113.109,96.344,80.183,1797.889,6.9,0.023,8.711,44.626,5.176,0.014,132.381,0.062,,,2021-11-05,11.0
2021,Nov,6,110.828,94.188,80.021,1791.9,6.9,0.023,8.681,45.18,5.231,0.014,115.572,0.061,,,2021-11-06,11.0
2021,Nov,7,115.609,98.25,80.056,1718.895,6.9,0.022,8.367,42.344,5.208,0.014,121.595,0.056,,,2021-11-07,11.0
2021,Nov,8,114.203,97.063,79.748,1670.858,6.9,0.023,8.336,40.919,5.21,0.014,121.223,0.053,,,2021-11-08,11.0
2021,Nov,9,110.281,93.688,79.833,1749.74,6.901,0.023,8.409,42.713,5.196,0.014,125.2,0.06,,,2021-11-09,11.0
2021,Nov,10,107.094,91.0,80.181,1797.896,6.899,0.024,8.307,43.307,5.192,0.014,126.532,0.059,,,2021-11-10,11.0
2021,Nov,11,104.734,89.094,80.627,1796.475,6.9,0.024,8.145,43.911,5.161,0.014,135.96,0.059,,,2021-11-11,11.0
